,noise_proportion_corrected(beta),noise_ratio(alpha),machine_learning_model(f),mean,std
416,60.0%,0.3,dt,0.08824687499999996,0.07260063492443312
417,60.0%,0.3,lr,0.05337187499999998,0.03426415361390617
418,60.0%,0.3,rf,0.05233749999999997,0.047140548249974525
419,60.0%,0.3,svc,0.03144999999999997,0.02555135413462871
420,60.0%,0.35,cnn,0.15101562499999996,0.09769277703669556
421,60.0%,0.35,dt,0.15327499999999997,0.1405701530358714
422,60.0%,0.35,lr,0.10870312499999997,0.07186914421046092
423,60.0%,0.35,rf,0.11505624999999997,0.09787610875537678
424,60.0%,0.35,svc,0.08791249999999996,0.08179877422925608
425,60.0%,0.4,cnn,0.22715312499999998,0.1151225897988612
426,60.0%,0.4,dt,0.1959125,0.15657139699986894
427,60.0%,0.4,lr,0.17598124999999998,0.08936880140795411
